WKT,id,codcen,dlibre,cod_generica,dgenerica_cas,dgenerica_val,despecifica,regimen,cif_centro,titular,direccion,codpos,telef,fax,mail,web,cod_ine_mun,noms_mun,localidad_oficial,comarca,provincia,latitud,longitud,cod_estado,desc_estado,tiene_ip,cod_aplicacion,desc_aplicacion
POINT (749134.778195412 4419697.85557482),1214,12000716,CENTRE PRIVAT ILLES COLUMBRETES,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",ILLES COLUMBRETES,CONCERTADO,B12409496,"CEBUR, SL","CL. DELS FRARES, 1",12530,964516362,964591132,direccion@ccillescolumbretes.com,http://ccillescolumbretes.com/portal/,12032,Borriana/Burriana,Borriana,la Plana Baixa,Castelló/Castellón,39.890764,-0.086217,A,ALTA,N,2,CENTROS
POINT (759729.944062464 4449269.72080444),1215,12000728,CEIP NUESTRA SEÑORA DEL BUEN SUCESO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NUESTRA SEÑORA DEL BUEN SUCESO,PÚBLICO,Q6255019I,GENERALITAT VALENCIANA,"CL. SUFERA, S/N",12180,964738370,0,12000728@edu.gva.es,https://portal.edu.gva.es/12000728,12033,Cabanes,Cabanes,la Plana Alta,Castelló/Castellón,40.153645,0.049371,A,ALTA,S,2,CENTROS
POINT (784615.619322146 4484659.45553433),1216,12000731,CEIP FELICINDA COLLELL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,FELICINDA COLLELL,PÚBLICO,Q6255020G,GENERALITAT VALENCIANA,"PS. BLAS OSANZ, S/N",12589,964336415,0,12000731@edu.gva.es,https://portal.edu.gva.es/12000731,12034,Càlig,Càlig,el Baix Maestrat,Castelló/Castellón,40.463879,0.35683,A,ALTA,S,2,CENTROS
POINT (774847.971932325 4494206.3831089),1217,12000741,COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,,PÚBLICO,Q6255098C,GENERALITAT VALENCIANA,"PS. SEGLE XX, S/N",12350,964494001,0,12000741@edu.gva.es,0,12036,Canet lo Roig,Canet Lo Roig,el Baix Maestrat,Castelló/Castellón,40.553036,0.245948,L,AULARIO,N,2,CENTROS
POINT (717269.918509904 4415522.69948371),1218,12000753,NAVARRO REVERTER,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NAVARRO REVERTER,PÚBLICO,Q6255100G,GENERALITAT VALENCIANA,"AV. NAVARRO REVERTER, S/N",12413,964137322,0,12000753@edu.gva.es,0,12039,Castellnovo,Castellnovo,El Alto Palancia,Castelló/Castellón,39.861946,-0.459913,L,AULARIO,N,2,CENTROS
POINT (747404.061546448 4430586.43218107),1219,12000765,CEIP BENADRESSA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BENADRESSA,PÚBLICO,Q6255021E,GENERALITAT VALENCIANA,"CR. RIBESALBES, 51-YR",12006,964558900,0,12000765@edu.gva.es,https://portal.edu.gva.es/12000765,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.98925,-0.102301,A,ALTA,S,2,CENTROS
POINT (751991.449744701 4432201.72892497),1220,12000777,CEIP SAN AGUSTÍN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SAN AGUSTÍN,PÚBLICO,Q6255079C,GENERALITAT VALENCIANA,"CL. LA ESCUELA, S/N",12004,964739560,0,12000777@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,40.002429,-0.048012,A,ALTA,S,2,CENTROS
POINT (752310.766324619 4429044.99525643),1221,12000790,CEIP ISIDORO ANDRÉS VILLARROYA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ISIDORO ANDRÉS VILLARROYA,PÚBLICO,Q6255023A,GENERALITAT VALENCIANA,"CL. RÍO VOLGA, 20",12005,964739370,0,12000790@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.97393,-0.045501,A,ALTA,S,2,CENTROS
POINT (752481.127597081 4429840.17076896),1222,12000807,CEIP EJÉRCITO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,EJÉRCITO,PÚBLICO,Q6255108J,GENERALITAT VALENCIANA,"CL. LEPANTO, 7",12006,964558970,0,12000807@edu.gva.es,https://portal.edu.gva.es/12000807,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.981034,-0.0432,A,ALTA,S,2,CENTROS
POINT (752605.834463879 4430739.64151361),1223,12000819,CEIP CERVANTES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CERVANTES,PÚBLICO,Q6255106D,GENERALITAT VALENCIANA,"CL. CONCEPCIÓN ARENAL, 2",12004,964558960,0,12000819@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.98909,-0.041392,A,ALTA,S,2,CENTROS
POINT (753549.50683498 4430371.27439324),1224,12000820,CEIP MAESTRO CANÓS SANMARTÍN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MAESTRO CANÓS SANMARTÍN,PÚBLICO,Q6255090J,GENERALITAT VALENCIANA,"CL. TENERIAS, 40",12003,964739520,0,12000820@edu.gva.es,https://portal.edu.gva.es/12000820/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.985493,-0.030497,A,ALTA,S,2,CENTROS
POINT (753069.221999387 4430925.86738768),1225,12000832,CEIP BISBE CLIMENT,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BISBE CLIMENT,PÚBLICO,Q6255030F,GENERALITAT VALENCIANA,"CL. SANT ROC, 2",12004,964558920,0,12000832@edu.gva.es,https://portal.edu.gva.es/12000832,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.990627,-0.035899,A,ALTA,S,2,CENTROS
POINT (752683.703681634 4431321.37174602),1226,12000844,CEIP CASTÀLIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,CASTÀLIA,PÚBLICO,Q6255034H,GENERALITAT VALENCIANA,"CL. MESTRE CABALLERO, 33",12004,964739580,0,12000844@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.994301,-0.040255,A,ALTA,S,2,CENTROS
POINT (757058.376811743 4428731.87147226),1227,12000856,CEIP LA MARINA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA MARINA,PÚBLICO,Q6255124G,GENERALITAT VALENCIANA,"CL. MARINERÍA, S/N",12100,964739710,0,12000856@edu.gva.es,0,12040,Castelló de la Plana,Grau De Castelló,la Plana Alta,Castelló/Castellón,39.969683,0.009897,A,ALTA,S,2,CENTROS
POINT (751652.679362728 4429304.60227983),1228,12000868,CEIP MAESTRO ANTONIO ARMELLES DOMÉNECH,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MAESTRO ANTONIO ARMELLES DOMÉNECH,PÚBLICO,Q6255028J,GENERALITAT VALENCIANA,"CL. RÍO JUCAR, S/N",12006,964739510,0,12000868@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.976462,-0.053097,A,ALTA,S,2,CENTROS
POINT (753475.567606453 4430981.41095822),1229,12000947,CENTRE PRIVAT NUESTRA SEÑORA DE LA CONSOLACIÓN,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",NUESTRA SEÑORA DE LA CONSOLACIÓN,CONCERTADO,R1200061H,RELIGIOSAS DE LA CONSOLACIÓN,"AV. VIRGEN DE LIDÓN, 49",12004,964220700,964220704,direcciontitular@consolacioncas.org,http://www.consolacioncas.org/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.991005,-0.031124,A,ALTA,N,2,CENTROS
POINT (752429.310857302 4430656.98394204),1230,12000959,CENTRE PRIVAT FP ACADEMIA DIDÁCTICA,1058,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,ACADEMIA DIDÁCTICA,CONCERTADO,B12386165,"CENTRO DE FORMACIÓN PROFESIONAL DIDÁCTICA, SL","PS. RIBALTA, 10",12004,964233810,0,info@didacticaformacion.es,http://www.academiadidactica.org/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.988399,-0.043489,A,ALTA,N,2,CENTROS
POINT (752952.190321469 4429743.34674628),1231,12001009,CENTRE PRIVAT MADRE VEDRUNA SAGRADO CORAZÓN,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",MADRE VEDRUNA SAGRADO CORAZÓN,CONCERTADO,R7800869E,FUNDACIÓN EDUCACIÓN CATÓLICA,"AV. CASALDUCH, 25",12005,964222762,964222388,madrevedruna@colegiosfec.com,http://www.madrevedrunacastellon.com/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.980022,-0.037728,A,ALTA,N,2,CENTROS
POINT (752890.917265952 4431380.27341675),1232,12001010,EI 1er CICLE NTRA. SRA. DE LOURDES,1686,ESCUELA INFANTIL DE PRIMER CICLO,ESCOLA INFANTIL DE PRIMER CICLE,NUESTRA SEÑORA DE LOURDES,PÚBLICO,Q6255076I,GENERALITAT VALENCIANA,"PZ. TEODORO IZQUIERDO, 1",12004,964738375,0,12001010@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.994769,-0.037808,A,ALTA,S,2,CENTROS
POINT (752573.465215455 4430154.31194307),1233,12001022,CENTRE PRIVAT ESCUELAS PÍAS,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",ESCUELAS PÍAS,CONCERTADO,R1200032I,ORDEN Y PROVINCIA ESCUELAS PÍAS DE VALENCIA,"PZ. ESCUELAS PÍAS, 27",12002,964211300,964254928,secretaria.castellon@escolapiosbetania.es,http://www.escolapioscs.org/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.983833,-0.041998,A,ALTA,N,2,CENTROS
POINT (752480.367359723 4430264.91573505),1234,12001101,CENTRE PRIVAT IZQUIERDO-SOROLLA,1045,CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA,CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA,IZQUIERDO-SOROLLA,CONCERTADO,A12074027,"F.P. FINA IZQUIERDO, SA","AV. NAVARRA, 118",12002,964200230,964250176,informacion@centrosizquierdo.com,http://centrosizquierdo.es/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.984856,-0.043044,A,ALTA,N,2,CENTROS
POINT (751969.842748517 4429257.08494952),1235,12001204,CENTRE PRIVAT LOPE DE VEGA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",LOPE DE VEGA,CONCERTADO,B12023354,"COLEGIO LOPE CASTELLÓN, SL","CL. RICARDO CATALÁ, 36-38",12006,964340711,964068842,info@lope-castellon.es,https://www.colegiolopecastellon.com/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.97594,-0.049406,A,ALTA,N,2,CENTROS
POINT (752783.628064292 4430660.52775283),1236,12001228,IES FRANCESC RIBALTA,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,FRANCESC RIBALTA,PÚBLICO,Q6255115E,GENERALITAT VALENCIANA,"AV. REI EN JAUME, 35",12001,964738965,0,12001228@edu.gva.es,https://portal.edu.gva.es/12001228,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.988325,-0.039343,A,ALTA,S,2,CENTROS
POINT (753656.766262515 4430526.11163222),1237,12001231,IES PENYAGOLOSA,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,PENYAGOLOSA,PÚBLICO,Q6255117A,GENERALITAT VALENCIANA,"CL. MONCÓFAR, S/N",12003,964738970,0,12001231@edu.gva.es,https://portal.edu.gva.es/12001231,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.986854,-0.029182,A,ALTA,S,2,CENTROS
POINT (757782.985437373 4429957.62910085),1238,12001241,CIPFP COSTA DE AZAHAR,1068,CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL,CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL,COSTA DE AZAHAR,PÚBLICO,Q6255119G,GENERALITAT VALENCIANA,"AV. FERRANDIS SALVADOR, 10",12100,964738890,0,12001241@edu.gva.es,https://cosda.es/,12040,Castelló de la Plana,Grau De Castelló,la Plana Alta,Castelló/Castellón,39.980491,0.018856,A,ALTA,S,2,CENTROS
POINT (752374.330281474 4430835.09211415),1239,12001265,CENTRE PRIVAT FP ENSEÑANZA COOPERATIVA SALUS,1058,CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA,CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA,CENTRO ENSEÑANZA COOPERATIVA SALUS,CONCERTADO,F12059713,SOC. COOPERATIVA LIMITADA SALUS,"CL. GALICIA, 10",12004,964218617,964218617,info@coopsalus.com,http://www.coopsalus.com,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.990018,-0.044063,A,ALTA,N,2,CENTROS
POINT (753815.350865474 4430582.52640646),1240,12001277,CEIP BERNAT ARTOLA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,BERNAT ARTOLA,PÚBLICO,Q6255091H,GENERALITAT VALENCIANA,"CL. COLUMBRETES, 5",12003,964558910,0,12001277@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.987314,-0.027305,A,ALTA,S,2,CENTROS
POINT (752198.034395938 4429706.41747826),1241,12001307,IES POLITÈCNIC,1042,INSTITUTO DE EDUCACIÓN SECUNDARIA,INSTITUT D'EDUCACIÓ SECUNDÀRIA,POLITÈCNIC,PÚBLICO,Q6255121C,GENERALITAT VALENCIANA,"CL. CANTO DE CASTALIA, 1",12006,964738975,0,12001307@edu.gva.es,https://portal.edu.gva.es/12001307,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.979915,-0.046563,A,ALTA,S,2,CENTROS
POINT (751561.785486304 4430457.86691167),1242,12001356,CEIP JAUME I,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JAUME I,PÚBLICO,Q6255123I,GENERALITAT VALENCIANA,"CM. VELL D'ALCORA, 15",12006,964739380,0,12001356@edu.gva.es,https://portal.edu.gva.es/12001356,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.986866,-0.053714,A,ALTA,S,2,CENTROS
POINT (752919.50126338 4430050.22521816),1243,12001368,CEIP HERRERO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,HERRERO,PÚBLICO,Q6255024I,GENERALITAT VALENCIANA,"CL. MOYANO, 6-8",12002,964739340,0,12001368@edu.gva.es,https://portal.edu.gva.es/12001368,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.982793,-0.037991,A,ALTA,S,2,CENTROS
POINT (753380.906562505 4429650.25280368),1244,12001371,CEIP FADRELL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,FADRELL,PÚBLICO,Q6255111D,GENERALITAT VALENCIANA,"CL. CRONISTA REVEST, 27",12005,964739300,0,12001371@edu.gva.es,0,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.979056,-0.03275,A,ALTA,S,2,CENTROS
POINT (751295.393228207 4433369.74680458),1245,12001381,CENTRE PÚBLIC INTEGRAT EXCELENTÍSIMA DIPUTACIÓN,1077,CENTRO PÚBLICO INTEGRADO,CENTRE PÚBLIC INTEGRAT,EXCELENTÍSIMA DIPUTACIÓN,PÚBLICO,P1200000F,DIPUTACIÓ PROVINCIAL DE CASTELLÓ,"PD. PENYETA ROJA, S/N",12005,964359837,964359889,iespenyeta@dipcas.es,https://penyetaroja.dipcas.es/es/,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,40.013146,-0.055704,A,ALTA,N,2,CENTROS
POINT (757282.354128824 4429250.03400613),1246,12001401,CEIP SEBASTIÁN ELCANO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,SEBASTIÁN ELCANO,PÚBLICO,Q6255032B,GENERALITAT VALENCIANA,"CL. MAGALLANES, 10",12100,964739730,0,12001401@edu.gva.es,0,12040,Castelló de la Plana,Grau De Castelló,la Plana Alta,Castelló/Castellón,39.974277,0.012721,A,ALTA,S,2,CENTROS
POINT (755284.816056212 4436147.69423449),1247,12001496,CENTRE PRIVAT LA MAGDALENA,1072,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA",LA MAGDALENA,PRIVADO,B12050241,"COLEGIO BABY-GAR LA MAGDALENA, SL","PD. LA MAGDALENA, S/N",12004,964398474,964398474,info@colegiolamagdalena.com,http://www.colegiolamagdalena.com,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,40.036944,-0.007929,A,ALTA,N,2,CENTROS
POINT (750173.451125857 4429932.85959444),1248,12001502,CEIP MAESTRO CARLOS SELMA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MAESTRO CARLOS SELMA,PÚBLICO,Q6255085J,GENERALITAT VALENCIANA,"GR. GRUPO SAN BLAS C. TOSSAL DEL REI,",12006,964739530,0,12001502@edu.gva.es,https://portal.edu.gva.es/12001502,12040,Castelló de la Plana,Castellón De La Plana,la Plana Alta,Castelló/Castellón,39.982554,-0.070156,A,ALTA,S,2,CENTROS
POINT (756377.182619516 4484456.29127051),1249,12001541,ESPIGOL,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,ESPIGOL,PÚBLICO,Q6255130D,GENERALITAT VALENCIANA,"CL. DEL SOL, S/N",12513,964409123,0,12001541@edu.gva.es,0,12042,Catí,Catí,l'Alt Maestrat,Castelló/Castellón,40.471241,0.024161,L,AULARIO,N,2,CENTROS
POINT (707578.842588693 4424839.11767538),1250,12001551,TORRE DEL MOLINO,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,TORRE DEL MOLINO,PÚBLICO,Q6255131B,GENERALITAT VALENCIANA,"CL. SOLEDAD, S/N",12440,964144001,0,12001551@edu.gva.es,0,12043,Caudiel,Caudiel,El Alto Palancia,Castelló/Castellón,39.948236,-0.57015,L,AULARIO,N,2,CENTROS
POINT (777653.109715422 4483529.01568735),1251,12001563,MARE DE DEU DE LA COSTA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,MARE DE DEU DE LA COSTA,PÚBLICO,Q6255037A,GENERALITAT VALENCIANA,"CL. CONTINUACIÓ BAIX CASES, S/N",12578,964498137,0,12001563@edu.gva.es,0,12044,Cervera del Maestre,Cervera Del Maestre,el Baix Maestrat,Castelló/Castellón,40.456066,0.274347,L,AULARIO,N,2,CENTROS
POINT (735421.203555334 4496023.67583206),1252,12001575,JOSEP MARÍA PERÍS,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,JOSEP MARÍA PERÍS,PÚBLICO,Q6255134F,GENERALITAT VALENCIANA,"CL. VIRGEN DEL PILAR, S/N",12318,964181153,0,12001575@edu.gva.es,0,12045,Cinctorres,Cinctorres,els Ports,Castelló/Castellón,40.58153,-0.218439,L,AULARIO,N,2,CENTROS
POINT (709244.276876444 4451543.25786329),1253,12001605,CEIP DON MODESTO VENTURA BENAGES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,DON MODESTO VENTURA BENAGES,PÚBLICO,Q6255136A,GENERALITAT VALENCIANA,"CL. CALVARIO ALTO, S/N",12127,964738380,0,12001605@edu.gva.es,0,12048,Cortes de Arenoso,Cortes De Arenoso,El Alto Mijares,Castelló/Castellón,40.188201,-0.542042,A,ALTA,S,2,CENTROS
POINT (765030.88202305 4466912.14064827),1254,12001629,CEIP LA MORERIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LA MORERIA,PÚBLICO,Q6255038I,GENERALITAT VALENCIANA,"CL. RAMON RAMIA, 1",12185,964336055,0,12001629@edu.gva.es,0,12050,les Coves de Vinromà,Coves De Vinromà (Les),la Plana Alta,Castelló/Castellón,40.310703,0.1188,A,ALTA,S,2,CENTROS
POINT (740806.466497397 4469007.55788951),1255,12001630,RECAREDO GARCIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,RECAREDO GARCIA,PÚBLICO,Q6255039G,GENERALITAT VALENCIANA,"CL. RECAREDO GARCÍA, 7",12163,964446302,0,12001630@edu.gva.es,0,12051,Culla,Culla,l'Alt Maestrat,Castelló/Castellón,40.33689,-0.165129,L,AULARIO,N,2,CENTROS
POINT (767787.628679192 4489904.81041189),1256,12001654,D. MIGUEL BELTRAN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,D. MIGUEL BELTRÁN,PÚBLICO,Q6255132J,GENERALITAT VALENCIANA,"CL. D. MIQUEL BELTRÁN, 9",12360,964490103,0,12001654@edu.gva.es,0,12052,Xert,Xert,el Baix Maestrat,Castelló/Castellón,40.516654,0.160867,L,AULARIO,N,2,CENTROS
POINT (740850.454143433 4407483.3753711),1257,12001666,CEIP LUIS VIVES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LUIS VIVES,PÚBLICO,Q6255248D,GENERALITAT VALENCIANA,"CL. JUAN CARLOS I, 4",12592,964738385,0,12001666@edu.gva.es,0,12053,Chilches/Xilxes,Xilxes,la Plana Baixa,Castelló/Castellón,39.783237,-0.187486,A,ALTA,S,2,CENTROS
POINT (729334.61816639 4414501.29916932),1258,12001681,COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,,PÚBLICO,Q6255133H,GENERALITAT VALENCIANA,"CL. NUEVA, S/N",12499,964651120,0,12001681@edu.gva.es,0,12056,Chóvar,Chóvar,El Alto Palancia,Castelló/Castellón,39.84958,-0.319365,L,AULARIO,N,2,CENTROS
POINT (730022.458682919 4418218.93954779),1259,12001691,CEIP FRANCISCO MONDRAGÓN,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,FRANCISCO MONDRAGÓN,PÚBLICO,Q6255165J,GENERALITAT VALENCIANA,"CL. PRINCIPE FELIPE, 80",12528,964738390,0,12001691@edu.gva.es,0,12057,Eslida,Eslida,la Plana Baixa,Castelló/Castellón,39.882853,-0.310026,A,ALTA,S,2,CENTROS
POINT (729025.063071433 4433201.07439964),1260,12001708,COLEGIO EDUCACIÓN INFANTIL Y PRIMARIA,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,,PÚBLICO,Q6255166H,GENERALITAT VALENCIANA,"CL. SAN ROQUE, 20",12230,964619026,0,12001708@edu.gva.es,0,12059,Fanzara,Fanzara,El Alto Mijares,Castelló/Castellón,40.017962,-0.31641,L,AULARIO,N,2,CENTROS
POINT (735705.768935896 4444377.46639254),1261,12001711,CEIP NARAM,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,NARAM,PÚBLICO,Q6255167F,GENERALITAT VALENCIANA,"CL. DIPUTACIÓ, S/N",12122,964738395,0,12001711@edu.gva.es,0,12060,Figueroles,Figueroles,l'Alcalatén,Castelló/Castellón,40.116702,-0.234146,A,ALTA,S,2,CENTROS
POINT (736700.866781555 4503053.16589294),1262,12001721,LES ERES,1014,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA,LES ERES,PÚBLICO,Q6255095I,GENERALITAT VALENCIANA,"CL. EN PROJECTE, S/N",12310,964336220,0,12001721@edu.gva.es,0,12061,Forcall,Forcall,els Ports,Castelló/Castellón,40.644417,-0.200696,L,AULARIO,N,2,CENTROS
